"film_id","title","rating","rental_rate","replacement_cost","inventory_count","rental_count","profit","category_name"
364,"Godfather Diary","NC-17","2.99","14.99","3","8","-21.05","New"
436,"Hours Rage","NC-17","0.99","14.99","6","19","-71.13","New"
492,"Jungle Closer","NC-17","0.99","11.99","2","9","-15.07","New"
561,"Mask Peach","NC-17","2.99","26.99","4","17","-57.13","New"
632,"Nuts Ties","NC-17","4.99","10.99","3","9","11.94","New"
675,"Phantom Glory","NC-17","2.99","17.99","2","6","-18.04","New"
677,"Pianist Outfield","NC-17","0.99","25.99","7","21","-161.14","New"
720,"Redemption Comforts","NC-17","2.99","20.99","7","20","-87.13","New"
751,"Runaway Tenenbaums","NC-17","0.99","17.99","2","8","-28.06","New"
846,"Sting Personal","NC-17","4.99","9.99","8","21","24.87","New"
933,"Vampire Whale","NC-17","4.99","11.99","3","12","23.91","New"
937,"Varsity Trip","NC-17","2.99","14.99","5","16","-27.11","New"
26,"Annie Identity","G","0.99","15.99","5","22","-58.17","Sci-Fi"
39,"Armageddon Lost","G","0.99","10.99","7","21","-56.14","Sci-Fi"
55,"Barbarella Streetcar","G","2.99","27.99","6","25","-93.19","Sci-Fi"
140,"Cheaper Clyde","G","0.99","23.99","5","20","-100.15","Sci-Fi"
153,"Citizen Shrek","G","0.99","18.99","4","13","-63.09","Sci-Fi"
165,"Coldblooded Darling","G","4.99","27.99","5","16","-60.11","Sci-Fi"
203,"Daisy Menagerie","G","4.99","9.99","4","16","39.88","Sci-Fi"
350,"Garden Island","G","4.99","21.99","8","20","-76.12","Sci-Fi"
559,"Married Go","G","2.99","22.99","8","30","-94.22","Sci-Fi"
132,"Chainsaw Uptown","PG","0.99","25.99","6","21","-135.15","Sci-Fi"
137,"Charade Duffel","PG","2.99","21.99","4","15","-43.11","Sci-Fi"
338,"Frisco Forrest","PG","4.99","23.99","3","9","-27.06","Sci-Fi"
369,"Goodfellas Salute","PG","4.99","22.99","8","31","-29.23","Sci-Fi"
374,"Graffiti Love","PG","0.99","29.99","7","30","-180.23","Sci-Fi"
602,"Mourning Purple","PG","0.99","14.99","5","21","-54.16","Sci-Fi"
637,"Open African","PG","4.99","16.99","5","21","19.84","Sci-Fi"
798,"Silverado Goldfinger","PG","4.99","11.99","4","12","11.92","Sci-Fi"
893,"Titans Jerk","PG","4.99","11.99","8","29","48.79","Sci-Fi"
912,"Trojan Tomorrow","PG","2.99","9.99","6","19","-3.13","Sci-Fi"
924,"Unforgiven Zoolander","PG","0.99","15.99","5","18","-62.13","Sci-Fi"
985,"Wonderland Christmas","PG","4.99","19.99","7","22","-30.15","Sci-Fi"
44,"Attacks Hate","PG-13","4.99","21.99","5","16","-30.11","Sci-Fi"
73,"Bingo Talented","PG-13","2.99","22.99","8","29","-97.21","Sci-Fi"
81,"Blindness Gun","PG-13","4.99","29.99","4","14","-50.10","Sci-Fi"
235,"Divide Monster","PG-13","2.99","13.99","6","21","-21.15","Sci-Fi"
240,"Dolls Rage","PG-13","2.99","10.99","3","9","-6.06","Sci-Fi"
285,"English Bulworth","PG-13","0.99","18.99","7","30","-103.23","Sci-Fi"
298,"Eyes Driving","PG-13","2.99","13.99","5","19","-13.14","Sci-Fi"
449,"Identity Lover","PG-13","2.99","12.99","4","13","-13.09","Sci-Fi"
572,"Metropolis Coma","PG-13","2.99","9.99","8","26","-2.18","Sci-Fi"
723,"Reign Gentlemen","PG-13","2.99","29.99","7","20","-150.13","Sci-Fi"
831,"Spirited Casualties","PG-13","0.99","20.99","3","11","-52.08","Sci-Fi"
839,"Stallion Sundance","PG-13","0.99","23.99","2","7","-41.05","Sci-Fi"
972,"Whisperer Giant","PG-13","4.99","24.99","6","22","-40.16","Sci-Fi"
49,"Badman Dawn","R","2.99","22.99","6","21","-75.15","Sci-Fi"
69,"Beverly Outlaw","R","2.99","21.99","8","21","-113.13","Sci-Fi"
138,"Chariots Conspiracy","R","2.99","29.99","5","21","-87.16","Sci-Fi"
177,"Connecticut Tramp","R","4.99","20.99","3","13","1.90","Sci-Fi"
234,"Disturbing Scarface","R","2.99","27.99","7","26","-118.19","Sci-Fi"
296,"Express Lonely","R","2.99","23.99","4","13","-57.09","Sci-Fi"
312,"Fiddler Lost","R","4.99","20.99","3","10","-13.07","Sci-Fi"
319,"Fish Opus","R","2.99","22.99","7","25","-86.18","Sci-Fi"
367,"Goldmine Tycoon","R","0.99","20.99","7","27","-120.20","Sci-Fi"
390,"Guys Falcon","R","4.99","20.99","3","9","-18.06","Sci-Fi"
394,"Hamlet Wisdom","R","2.99","21.99","4","14","-46.10","Sci-Fi"
711,"Raging Airplane","R","4.99","18.99","4","13","-11.09","Sci-Fi"
817,"Soldiers Evolution","R","4.99","27.99","2","8","-16.06","Sci-Fi"
863,"Sun Confessions","R","0.99","9.99","7","25","-45.18","Sci-Fi"
930,"Vacation Boondock","R","2.99","23.99","6","21","-81.15","Sci-Fi"
967,"Weekend Personal","R","2.99","26.99","5","18","-81.13","Sci-Fi"
114,"Camelot Vacation","NC-17","0.99","26.99","7","27","-162.20","Sci-Fi"
151,"Cincinatti Whisperer","NC-17","4.99","26.99","4","13","-43.09","Sci-Fi"
397,"Hanky October","NC-17","2.99","26.99","7","26","-111.19","Sci-Fi"
422,"Hollow Jeopardy","NC-17","4.99","25.99","2","10","-2.08","Sci-Fi"
520,"License Weekend","NC-17","2.99","28.99","2","7","-37.05","Sci-Fi"
620,"Nemo Campus","NC-17","2.99","23.99","5","14","-78.09","Sci-Fi"
625,"None Spiking","NC-17","0.99","18.99","7","27","-106.20","Sci-Fi"
655,"Panther Reds","NC-17","4.99","22.99","6","15","-63.09","Sci-Fi"
714,"Random Go","NC-17","2.99","29.99","3","9","-63.06","Sci-Fi"
237,"Divorce Shining","G","2.99","21.99","2","7","-23.05","Sports"
260,"Dude Blindness","G","4.99","9.99","4","16","39.88","Sports"
293,"Exorcist Sting","G","2.99","17.99","5","13","-51.08","Sports"
322,"Flatliners Killer","G","2.99","29.99","6","22","-114.16","Sports"
519,"Liberty Magnificent","G","2.99","27.99","4","12","-76.08","Sports"
598,"Mosquito Armageddon","G","0.99","22.99","4","15","-77.11","Sports"
612,"Mussolini Spoilers","G","2.99","10.99","2","5","-7.03","Sports"
631,"Novocaine Flight","G","0.99","11.99","5","19","-41.14","Sports"
678,"Pickup Driving","G","2.99","23.99","4","16","-48.12","Sports"
763,"Satisfaction Confidential","G","4.99","26.99","5","17","-50.12","Sports"
764,"Saturday Lambs","G","4.99","28.99","8","28","-92.20","Sports"
420,"Holes Brannigan","PG","4.99","27.99","5","15","-65.10","Sports"
446,"Hysterical Grail","PG","4.99","19.99","4","15","-5.11","Sports"
463,"Instinct Airport","PG","2.99","21.99","5","18","-56.13","Sports"
532,"Loser Hustler","PG","4.99","28.99","4","15","-41.11","Sports"
577,"Mile Mulan","PG","0.99","10.99","3","13","-20.10","Sports"
628,"Northwest Polish","PG","2.99","24.99","5","20","-65.15","Sports"
668,"Peak Forever","PG","4.99","25.99","5","20","-30.15","Sports"
681,"Pirates Roxanne","PG","0.99","20.99","6","21","-105.15","Sports"
719,"Records Zorro","PG","4.99","11.99","2","8","15.94","Sports"
729,"Rider Caddyshack","PG","2.99","28.99","4","11","-83.07","Sports"
777,"Secretary Rouge","PG","4.99","10.99","6","18","23.88","Sports"
836,"Squad Fish","PG","2.99","14.99","3","7","-24.04","Sports"
841,"Star Operation","PG","2.99","9.99","7","21","-7.14","Sports"
844,"Steers Armageddon","PG","4.99","16.99","4","15","6.89","Sports"
875,"Talented Homicide","PG","0.99","9.99","7","29","-41.22","Sports"
902,"Trading Pinocchio","PG","4.99","22.99","7","25","-36.18","Sports"
176,"Congeniality Quest","PG-13","0.99","21.99","6","22","-110.16","Sports"
254,"Driver Annie","PG-13","2.99","11.99","5","18","-6.13","Sports"
291,"Evolution Alter","PG-13","0.99","10.99","4","12","-32.08","Sports"
389,"Gunfighter Mussolini","PG-13","2.99","9.99","4","12","-4.08","Sports"
453,"Image Princess","PG-13","2.99","17.99","5","14","-48.09","Sports"
667,"Peach Innocent","PG-13","2.99","20.99","4","14","-42.10","Sports"
676,"Philadelphia Wife","PG-13","4.99","16.99","6","23","12.83","Sports"
691,"Poseidon Forever","PG-13","4.99","29.99","5","17","-65.12","Sports"
733,"River Outlaw","PG-13","0.99","29.99","7","20","-190.13","Sports"
745,"Roses Treasure","PG-13","4.99","23.99","8","28","-52.20","Sports"
782,"Shakespeare Saddle","PG-13","2.99","26.99","6","22","-96.16","Sports"
809,"Slipper Fidelity","PG-13","0.99","14.99","4","16","-44.12","Sports"
898,"Tourist Pelican","PG-13","4.99","18.99","5","22","14.83","Sports"
940,"Victory Academy","PG-13","0.99","19.99","3","9","-51.06","Sports"
102,"Bubble Grosse","R","4.99","20.99","2","6","-12.04","Sports"
135,"Chance Resurrection","R","2.99","22.99","7","27","-80.20","Sports"
197,"Crusade Honey","R","2.99","27.99","2","8","-32.06","Sports"
256,"Drop Waterfront","R","4.99","20.99","3","9","-18.06","Sports"
263,"Durham Panky","R","4.99","14.99","7","26","24.81","Sports"
323,"Flight Lies","R","4.99","22.99","4","12","-32.08","Sports"
372,"Graceland Dynamite","R","4.99","26.99","2","6","-24.04","Sports"
429,"Honey Ties","R","0.99","29.99","6","19","-161.13","Sports"
503,"Kramer Chocolate","R","2.99","24.99","3","9","-48.06","Sports"
599,"Mother Oleander","R","0.99","20.99","5","14","-91.09","Sports"
619,"Neighbors Charade","R","0.99","20.99","6","19","-107.13","Sports"
779,"Sense Greek","R","4.99","23.99","2","7","-13.05","Sports"
813,"Smoochy Control","R","0.99","18.99","4","12","-64.08","Sports"
851,"Straight Hours","R","0.99","19.99","6","20","-100.14","Sports"
890,"Tights Dawn","R","0.99","14.99","7","26","-79.19","Sports"
917,"Tuxedo Mile","R","2.99","24.99","5","13","-86.08","Sports"
10,"Aladdin Calendar","NC-17","4.99","24.99","7","23","-60.16","Sports"
27,"Anonymous Human","NC-17","0.99","12.99","4","13","-39.09","Sports"
42,"Artist Coldblooded","NC-17","2.99","10.99","4","16","3.88","Sports"
113,"California Birds","NC-17","4.99","19.99","4","12","-20.08","Sports"
120,"Caribbean Liberty","NC-17","4.99","16.99","3","9","-6.06","Sports"
187,"Cranes Reservoir","NC-17","2.99","12.99","3","11","-6.08","Sports"
279,"Elizabeth Shane","NC-17","4.99","11.99","2","10","25.92","Sports"
361,"Gleaming Jawbreaker","NC-17","2.99","25.99","8","29","-121.21","Sports"
383,"Groove Fiction","NC-17","0.99","13.99","5","18","-52.13","Sports"
474,"Jade Bunch","NC-17","2.99","21.99","4","18","-34.14","Sports"
488,"Joon Northwest","NC-17","0.99","23.99","5","17","-103.12","Sports"
517,"Lesson Cleopatra","NC-17","0.99","28.99","2","7","-51.05","Sports"
570,"Mermaid Insects","NC-17","4.99","20.99","5","16","-25.11","Sports"
606,"Mummy Creatures","NC-17","0.99","15.99","6","16","-80.10","Sports"
773,"Seabiscuit Punk","NC-17","2.99","28.99","8","26","-154.18","Sports"
796,"Sierra Divide","NC-17","0.99","12.99","5","15","-50.10","Sports"
75,"Bird Independence","G","4.99","14.99","3","11","9.92","Travel"
123,"Casablanca Super","G","4.99","22.99","5","16","-35.11","Travel"
224,"Desperate Trainspotting","G","4.99","29.99","2","6","-30.04","Travel"
257,"Drumline Cyclone","G","0.99","14.99","3","11","-34.08","Travel"
472,"Italian African","G","4.99","24.99","2","6","-20.04","Travel"
609,"Muscle Bright","G","2.99","23.99","8","30","-102.22","Travel"
787,"Shining Roses","G","0.99","12.99","3","8","-31.05","Travel"
811,"Smile Earring","G","2.99","29.99","3","10","-60.07","Travel"
848,"Stone Fire","G","0.99","19.99","3","11","-49.08","Travel"
878,"Teen Apollo","G","4.99","25.99","4","17","-19.13","Travel"
903,"Traffic Hobbit","G","4.99","13.99","2","5","-3.03","Travel"
84,"Boiled Dares","PG","4.99","13.99","4","15","18.89","Travel"
88,"Born Spinal","PG","4.99","17.99","4","12","-12.08","Travel"
103,"Bucket Brotherhood","PG","4.99","27.99","8","34","-54.26","Travel"
233,"Disciple Mother","PG","0.99","17.99","6","19","-89.13","Travel"
518,"Liaisons Sweet","PG","4.99","15.99","6","22","13.84","Travel"
645,"Others Soup","PG","2.99","18.99","6","23","-45.17","Travel"
656,"Papi Necklace","PG","0.99","9.99","2","8","-12.06","Travel"
783,"Shane Darkness","PG","2.99","22.99","4","14","-50.10","Travel"
784,"Shanghai Tycoon","PG","2.99","20.99","6","14","-84.08","Travel"
785,"Shawshank Bubble","PG","4.99","20.99","6","19","-31.13","Travel"
868,"Superfly Trip","PG","0.99","27.99","3","10","-74.07","Travel"
894,"Tomatoes Hellfighters","PG","0.99","23.99","5","14","-106.09","Travel"
914,"Trouble Date","PG","2.99","13.99","6","23","-15.17","Travel"
57,"Basic Easy","PG-13","2.99","18.99","7","21","-70.14","Travel"
181,"Contact Anonymous","PG-13","2.99","10.99","7","26","0.81","Travel"
294,"Expecations Natural","PG-13","4.99","26.99","5","18","-45.13","Travel"
299,"Factory Dragon","PG-13","0.99","9.99","4","17","-23.13","Travel"
347,"Games Bowfinger","PG-13","4.99","17.99","4","14","-2.10","Travel"
496,"Kick Savannah","PG-13","0.99","10.99","5","20","-35.15","Travel"
513,"Leathernecks Dwarfs","PG-13","2.99","21.99","2","7","-23.05","Travel"
601,"Moulin Wake","PG-13","0.99","20.99","5","16","-89.11","Travel"
648,"Outlaw Hanky","PG-13","4.99","17.99","6","14","-38.08","Travel"
826,"Speed Suit","PG-13","4.99","19.99","2","9","4.93","Travel"
931,"Valentine Vanishing","PG-13","0.99","9.99","3","12","-18.09","Travel"
288,"Escape Metropolis","R","2.99","20.99","6","25","-51.19","Travel"
339,"Frogmen Breaking","R","0.99","17.99","3","10","-44.07","Travel"
342,"Fugitive Maguire","R","4.99","28.99","4","11","-61.07","Travel"
434,"Horror Reign","R","0.99","25.99","8","27","-181.19","Travel"
526,"Lock Rear","R","2.99","10.99","4","16","3.88","Travel"
543,"Madigan Dorado","R","4.99","20.99","2","10","7.92","Travel"
872,"Sweet Brotherhood","R","2.99","27.99","3","15","-39.12","Travel"
977,"Window Side","R","2.99","25.99","3","12","-42.09","Travel"
988,"Worker Tarzan","R","2.99","26.99","5","15","-90.10","Travel"
989,"Working Microcosmos","R","4.99","22.99","6","25","-13.19","Travel"
125,"Cassidy Wyoming","NC-17","2.99","19.99","2","6","-22.04","Travel"
167,"Coma Head","NC-17","4.99","10.99","7","26","52.81","Travel"
169,"Comforts Rush","NC-17","2.99","19.99","4","17","-29.13","Travel"
286,"Enough Raging","NC-17","2.99","16.99","5","18","-31.13","Travel"
307,"Fellowship Autumn","NC-17","4.99","9.99","6","26","69.80","Travel"
405,"Haunted Antitrust","NC-17","4.99","13.99","2","6","1.96","Travel"
451,"Igby Maker","NC-17","4.99","12.99","5","19","29.86","Travel"
981,"Wolves Desire","NC-17","0.99","13.99","6","21","-63.15","Travel"
