"title","rating","x","sqrt","sigma","z"
"Legally Secretary","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Mourning Purple","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Pollock Deliverance","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Rainbow Shock","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Squad Fish","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Wedding Apollo","PG","14.99","5.6704217342519380",2,"-0.69996066447288114710"
"Airport Pollock","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Banger Pinocchio","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Forrest Sons","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Hardly Robbers","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Home Pity","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Illusion Amelie","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Remember Diary","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Seven Swarm","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Ship Wonderland","R","15.99","5.7857791155298621",2,"-0.73300856398788524144"
"Bird Independence","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Bulworth Commandments","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Cat Coneheads","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Conquerer Nuts","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Darn Forrester","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Drumline Cyclone","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Firehouse Vietnam","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Graduate Lord","G","14.99","6.3894066317950023",2,"-0.80364762435406430940"
"Attraction Newton","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Braveheart Human","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Frontier Cabin","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Juggler Hardly","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Madness Attacks","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Park Citizen","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Slipper Fidelity","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Snatchers Montezuma","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Trip Newton","PG-13","14.99","6.3181867336379082",2,"-0.85666288161369334495"
"Boondock Ballroom","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Chamber Italian","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Eagles Panky","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Godfather Diary","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Hours Rage","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Insects Stone","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Odds Boogie","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Towers Hurricane","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Varsity Trip","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Virtual Spoilers","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Youth Kick","NC-17","14.99","5.9275080323794504",2,"-0.86842886074549344810"
"Boiled Dares","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Ferris Mother","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Frost Head","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Lion Uncut","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Mighty Luck","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Mulholland Beast","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Tadpole Park","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Temple Attraction","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Trouble Date","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Words Hunter","PG","13.99","5.6704217342519380",2,"-0.87631439032708756635"
"Alone Trip","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Conversation Downhill","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Durham Panky","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Greedy Roots","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Jet Neighbors","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Oz Liaisons","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Pajama Jawbreaker","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Shepherd Midsummer","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Shrunk Divine","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Tights Dawn","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Velvet Terminator","R","14.99","5.7857791155298621",2,"-0.90584613348926084356"
"Autumn Crow","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Blood Argonauts","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Bunch Minds","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Duffel Apocalypse","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Dwarfs Alter","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Gilbert Pelican","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Jumanji Blade","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Monterey Labyrinth","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Scissorhands Slums","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Suicides Silence","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Sweethearts Suspects","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Timberland Sky","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Traffic Hobbit","G","13.99","6.3894066317950023",2,"-0.96015668030047945947"
"Circus Youth","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Daughter Madigan","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Divide Monster","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Eyes Driving","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Glory Tracy","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Intentions Empire","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Order Betrayed","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Rollercoaster Bringing","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Sleeping Suspects","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Smoking Barbarella","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Spy Mile","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"World Leathernecks","PG-13","13.99","6.3181867336379082",2,"-1.01493613977430114584"
"Confidential Interview","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Darko Dorado","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Deer Virginian","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Groove Fiction","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Hall Cassidy","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Haunted Antitrust","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Heavenly Gun","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Jerk Paycheck","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Ladybugs Armageddon","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Scalawag Duck","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"State Wasteland","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Wolves Desire","NC-17","13.99","5.9275080323794504",2,"-1.0371338198172359"
"Bill Others","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Blackout Private","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Center Dinosaur","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Invasion Cyclone","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Jedi Beneath","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Oleander Clue","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Patriot Roman","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Polish Brooklyn","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"President Bang","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Resurrection Silverado","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Volume House","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Watch Tracy","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Wizard Coldblooded","PG","12.99","5.6704217342519380",2,"-1.05266811618129398559"
"Chocolate Duck","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Clueless Bucket","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Commandments Express","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Doom Dancing","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Fight Jawbreaker","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Galaxy Sweethearts","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"House Dynamite","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Prix Undefeated","R","13.99","5.7857791155298621",2,"-1.0786837029906364"
"Ace Goldfinger","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Clash Freddy","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Easy Gladiator","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Hoosiers Birdcage","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Lonely Elephant","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Moonwalker Fool","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Noon Papi","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Pulp Beverly","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Shining Roses","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Sleepless Monsoon","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Spiking Element","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Stranger Strangers","G","12.99","6.3894066317950023",2,"-1.1166657362468946"
"Argonauts Town","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Bright Encounters","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Club Graffiti","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Feathers Metal","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Hawk Chill","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Identity Lover","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Maker Gables","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Masked Bubble","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Mine Titans","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Paradise Sabrina","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Spinal Rocky","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Swarm Gold","PG-13","12.99","6.3181867336379082",2,"-1.1732093979349089"
"Anonymous Human","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Coneheads Smoochy","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Cranes Reservoir","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Gump Date","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Igby Maker","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Outbreak Divine","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Sierra Divide","NC-17","12.99","5.9275080323794504",2,"-1.2058387788889784"
"Carrie Bunch","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Drums Dynamite","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Egypt Tenenbaums","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Greek Everyone","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Hurricane Affair","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Massage Image","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Murder Antitrust","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Party Knock","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Pet Haunting","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Records Zorro","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Sabrina Midnight","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Secret Groundhog","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Silverado Goldfinger","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Titans Jerk","PG","11.99","5.6704217342519380",2,"-1.2290218420355004"
"Closer Bang","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Devil Desire","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Go Purple","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Holocaust Highball","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Jeopardy Encino","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Road Roxanne","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Soup Wisdom","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Suit Walls","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Unfaithful Kill","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Wind Phantom","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Wisdom Worker","R","12.99","5.7857791155298621",2,"-1.2515212724920120"
"Fidelity Devil","G","11.99","6.3894066317950023",2,"-1.2731747921933098"
"Hyde Doctor","G","11.99","6.3894066317950023",2,"-1.2731747921933098"
"Novocaine Flight","G","11.99","6.3894066317950023",2,"-1.2731747921933098"
"Saints Bride","G","11.99","6.3894066317950023",2,"-1.2731747921933098"
"Trap Guys","G","11.99","6.3894066317950023",2,"-1.2731747921933098"
"Chicago North","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Driver Annie","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Flintstones Happiness","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Kiss Glory","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Name Detective","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Psycho Shrunk","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Raiders Antitrust","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Scarface Bang","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Tarzan Videotape","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Whale Bikini","PG-13","11.99","6.3181867336379082",2,"-1.3314826560955167"
"Antitrust Tomatoes","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Elizabeth Shane","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Impossible Prejudice","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Jungle Closer","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Memento Zoolander","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Model Fish","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Pizza Jumanji","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Sons Interview","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Untouchables Sunrise","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Vampire Whale","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Westward Seabiscuit","NC-17","11.99","5.9275080323794504",2,"-1.3745437379607209"
"Cowboy Doom","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Gaslight Crusade","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Kentuckian Giant","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Mile Mulan","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Secretary Rouge","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Stock Glass","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Super Wyoming","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Tootsie Pilot","PG","10.99","5.6704217342519380",2,"-1.4053755678897068"
"Apocalypse Flamingos","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Boogie Amelie","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Boulevard Mob","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Frida Slipper","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Killer Innocent","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Madison Trap","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Streetcar Intentions","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Terminator Club","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Yentl Idaho","R","11.99","5.7857791155298621",2,"-1.4243588419933876"
"Amistad Midsummer","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Armageddon Lost","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Catch Amistad","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Intrigue Worst","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Jaws Harry","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Mulan Moon","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Mussolini Spoilers","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Potluck Mixed","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Turn Star","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Warlock Werewolf","G","10.99","6.3894066317950023",2,"-1.4296838481397249"
"Blade Polish","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Contact Anonymous","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Dolls Rage","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Evolution Alter","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Holiday Games","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Kick Savannah","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Lucky Flying","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"October Submarine","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Platoon Instinct","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Saddle Antitrust","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Trainspotting Strangers","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Translation Summer","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Wrong Behavior","PG-13","10.99","6.3181867336379082",2,"-1.4897559142561245"
"Alien Center","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Artist Coldblooded","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Balloon Homeward","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Coma Head","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Ending Crowds","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Harold French","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Nuts Ties","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Pearl Destiny","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Rouge Squad","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Videotape Arsenic","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Witches Panic","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Zhivago Core","NC-17","10.99","5.9275080323794504",2,"-1.5432486970324634"
"Cider Desire","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Maiden Home","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Newton Labyrinth","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Opposite Necklace","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Papi Necklace","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Paths Control","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Star Operation","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Talented Homicide","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Trojan Tomorrow","PG","9.99","5.6704217342519380",2,"-1.5817292937439132"
"Control Anthem","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Daisy Menagerie","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Dude Blindness","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Encino Elf","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Heartbreakers Bright","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Truman Crazy","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Young Language","G","9.99","6.3894066317950023",2,"-1.5861929040861401"
"Candidate Perdition","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Finding Anaconda","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Giant Troopers","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Highball Potter","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Lock Rear","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Sling Luke","R","10.99","5.7857791155298621",2,"-1.5971964114947633"
"Factory Dragon","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Gandhi Kwai","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Gunfighter Mussolini","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Matrix Snowman","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Metropolis Coma","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Telemark Heartbreakers","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Theory Mermaid","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Thin Sagebrush","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Valentine Vanishing","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Wait Cider","PG-13","9.99","6.3181867336379082",2,"-1.6480291724167323"
"Edge Kissing","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Fellowship Autumn","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Jason Trap","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Life Twisted","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"North Tequila","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Notorious Reunion","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Stepmom Dream","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Sting Personal","NC-17","9.99","5.9275080323794504",2,"-1.7119536561042059"
"Anaconda Confessions","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Deliverance Mulholland","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Kissing Dolls","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Pluto Oleander","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Purple Movie","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Roxanne Rebel","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
"Sun Confessions","R","9.99","5.7857791155298621",2,"-1.7700339809961389"
