"title","length","rental_rate","replacement_cost","roi","roi_rounded","rental_value"
"Perdition Fargo",99,"4.99","27.99","5.6092184368737475","6","19.8396793587174349"
"Perfect Groove",82,"2.99","17.99","6.0167224080267559","7","27.4247491638795987"
"Personal Ladybugs",118,"0.99","19.99","20.1919191919191919","21","119.1919191919191919"
"Pet Haunting",99,"0.99","11.99","12.1111111111111111","13","100.0000000000000000"
"Phantom Glory",60,"2.99","17.99","6.0167224080267559","7","20.0668896321070234"
"Philadelphia Wife",137,"4.99","16.99","3.4048096192384770","4","27.4549098196392786"
"Pianist Outfield",136,"0.99","25.99","26.2525252525252525","27","137.3737373737373737"
"Pickup Driving",77,"2.99","23.99","8.0234113712374582","9","25.7525083612040134"
"Pilot Hoosiers",50,"2.99","17.99","6.0167224080267559","7","16.7224080267558528"
"Pinocchio Simon",103,"4.99","21.99","4.4068136272545090","5","20.6412825651302605"
"Pirates Roxanne",100,"0.99","20.99","21.2020202020202020","22","101.0101010101010101"
"Pittsburgh Hunchback",134,"4.99","17.99","3.6052104208416834","4","26.8537074148296593"
"Pity Bound",60,"4.99","19.99","4.0060120240480962","5","12.0240480961923848"
"Pizza Jumanji",173,"2.99","11.99","4.0100334448160535","5","57.8595317725752508"
"Platoon Instinct",132,"4.99","10.99","2.2024048096192385","3","26.4529058116232465"
"Pluto Oleander",84,"4.99","9.99","2.0020040080160321","3","16.8336673346693387"
"Pocus Pulp",138,"0.99","15.99","16.1515151515151515","17","139.3939393939393939"
"Polish Brooklyn",61,"0.99","12.99","13.1212121212121212","14","61.6161616161616162"
"Pollock Deliverance",137,"2.99","14.99","5.0133779264214047","6","45.8193979933110368"
"Pond Seattle",185,"2.99","25.99","8.6923076923076923","9","61.8729096989966555"
"Poseidon Forever",159,"4.99","29.99","6.0100200400801603","7","31.8637274549098196"
"Potluck Mixed",179,"2.99","10.99","3.6755852842809365","4","59.8662207357859532"
"Potter Connecticut",115,"2.99","16.99","5.6822742474916388","6","38.4615384615384615"
"Prejudice Oleander",98,"4.99","15.99","3.2044088176352705","4","19.6392785571142285"
"President Bang",144,"4.99","12.99","2.6032064128256513","3","28.8577154308617234"
"Pride Alamo",114,"0.99","20.99","21.2020202020202020","22","115.1515151515151515"
"Primary Glass",53,"0.99","16.99","17.1616161616161616","18","53.5353535353535354"
"Princess Giant",71,"2.99","29.99","10.0301003344481605","11","23.7458193979933110"
"Private Drop",106,"4.99","26.99","5.4088176352705411","6","21.2424849699398798"
"Prix Undefeated",115,"2.99","13.99","4.6789297658862876","5","38.4615384615384615"
"Psycho Shrunk",155,"2.99","11.99","4.0100334448160535","5","51.8394648829431438"
"Pulp Beverly",89,"2.99","12.99","4.3444816053511706","5","29.7658862876254181"
"Punk Divorce",100,"4.99","18.99","3.8056112224448898","4","20.0400801603206413"
"Pure Runner",121,"2.99","25.99","8.6923076923076923","9","40.4682274247491639"
"Purple Movie",88,"2.99","9.99","3.3411371237458194","4","29.4314381270903010"
"Queen Luke",163,"4.99","22.99","4.6072144288577154","5","32.6653306613226453"
"Quest Mussolini",177,"2.99","29.99","10.0301003344481605","11","59.1973244147157191"
"Quills Bull",112,"4.99","19.99","4.0060120240480962","5","22.4448897795591182"
"Racer Egg",147,"2.99","19.99","6.6856187290969900","7","49.1638795986622074"
"Rage Games",120,"4.99","18.99","3.8056112224448898","4","24.0480961923847695"
"Raging Airplane",154,"4.99","18.99","3.8056112224448898","4","30.8617234468937876"
"Raiders Antitrust",82,"0.99","11.99","12.1111111111111111","13","82.8282828282828283"
"Rainbow Shock",74,"4.99","14.99","3.0040080160320641","4","14.8296593186372745"
"Random Go",73,"2.99","29.99","10.0301003344481605","11","24.4147157190635452"
"Range Moonwalker",147,"4.99","25.99","5.2084168336673347","6","29.4589178356713427"
"Reap Unfaithful",136,"2.99","26.99","9.0267558528428094","10","45.4849498327759197"
"Rear Trading",97,"0.99","23.99","24.2323232323232323","25","97.9797979797979798"
"Rebel Airport",73,"0.99","24.99","25.2424242424242424","26","73.7373737373737374"
"Records Zorro",182,"4.99","11.99","2.4028056112224449","3","36.4729458917835671"
"Redemption Comforts",179,"2.99","20.99","7.0200668896321070","8","59.8662207357859532"
"Reds Pocus",182,"4.99","23.99","4.8076152304609218","5","36.4729458917835671"
"Reef Salute",123,"0.99","26.99","27.2626262626262626","28","124.2424242424242424"
"Reign Gentlemen",82,"2.99","29.99","10.0301003344481605","11","27.4247491638795987"
"Remember Diary",110,"2.99","15.99","5.3478260869565217","6","36.7892976588628763"
"Requiem Tycoon",167,"4.99","25.99","5.2084168336673347","6","33.4669338677354709"
"Reservoir Adaptation",61,"2.99","29.99","10.0301003344481605","11","20.4013377926421405"
"Resurrection Silverado",117,"0.99","12.99","13.1212121212121212","14","118.1818181818181818"
"Reunion Witches",63,"0.99","26.99","27.2626262626262626","28","63.6363636363636364"
"Rider Caddyshack",177,"2.99","28.99","9.6956521739130435","10","59.1973244147157191"
"Ridgemont Submarine",46,"0.99","28.99","29.2828282828282828","30","46.4646464646464646"
"Right Cranes",153,"4.99","29.99","6.0100200400801603","7","30.6613226452905812"
"Rings Heartbreakers",58,"0.99","17.99","18.1717171717171717","19","58.5858585858585859"
"River Outlaw",149,"0.99","29.99","30.2929292929292929","31","150.5050505050505051"
"Road Roxanne",158,"4.99","12.99","2.6032064128256513","3","31.6633266533066132"
"Robbers Joon",102,"2.99","26.99","9.0267558528428094","10","34.1137123745819398"
"Robbery Bright",134,"0.99","21.99","22.2121212121212121","23","135.3535353535353535"
"Rock Instinct",102,"0.99","28.99","29.2828282828282828","30","103.0303030303030303"
"Rocketeer Mother",178,"0.99","27.99","28.2727272727272727","29","179.7979797979797980"
"Rocky War",145,"4.99","17.99","3.6052104208416834","4","29.0581162324649299"
"Rollercoaster Bringing",153,"2.99","13.99","4.6789297658862876","5","51.1705685618729097"
"Roman Punk",81,"0.99","28.99","29.2828282828282828","30","81.8181818181818182"
"Roof Champion",101,"0.99","25.99","26.2525252525252525","27","102.0202020202020202"
"Room Roman",60,"0.99","27.99","28.2727272727272727","29","60.6060606060606061"
"Roots Remember",89,"0.99","23.99","24.2323232323232323","25","89.8989898989898990"
"Roses Treasure",162,"4.99","23.99","4.8076152304609218","5","32.4649298597194389"
"Rouge Squad",118,"0.99","10.99","11.1010101010101010","12","119.1919191919191919"
"Roxanne Rebel",171,"0.99","9.99","10.0909090909090909","11","172.7272727272727273"
"Rugrats Shakespeare",109,"0.99","16.99","17.1616161616161616","18","110.1010101010101010"
"Rules Human",153,"4.99","19.99","4.0060120240480962","5","30.6613226452905812"
"Run Pacific",145,"0.99","25.99","26.2525252525252525","27","146.4646464646464646"
"Runaway Tenenbaums",181,"0.99","17.99","18.1717171717171717","19","182.8282828282828283"
"Runner Madigan",101,"0.99","27.99","28.2727272727272727","29","102.0202020202020202"
"Rushmore Mermaid",150,"2.99","17.99","6.0167224080267559","7","50.1672240802675585"
"Sabrina Midnight",99,"4.99","11.99","2.4028056112224449","3","19.8396793587174349"
"Saddle Antitrust",80,"2.99","10.99","3.6755852842809365","4","26.7558528428093645"
"Sagebrush Clueless",106,"2.99","28.99","9.6956521739130435","10","35.4515050167224080"
"Saints Bride",125,"2.99","11.99","4.0100334448160535","5","41.8060200668896321"
"Salute Apollo",73,"2.99","29.99","10.0301003344481605","11","24.4147157190635452"
"Samurai Lion",110,"2.99","21.99","7.3545150501672241","8","36.7892976588628763"
"Santa Paris",154,"2.99","23.99","8.0234113712374582","9","51.5050167224080268"
"Sassy Packer",154,"0.99","29.99","30.2929292929292929","31","155.5555555555555556"
"Satisfaction Confidential",75,"4.99","26.99","5.4088176352705411","6","15.0300601202404810"
"Saturday Lambs",150,"4.99","28.99","5.8096192384769539","6","30.0601202404809619"
"Saturn Name",182,"4.99","18.99","3.8056112224448898","4","36.4729458917835671"
"Savannah Town",84,"0.99","25.99","26.2525252525252525","27","84.8484848484848485"
"Scalawag Duck",183,"4.99","13.99","2.8036072144288577","3","36.6733466933867735"
"Scarface Bang",102,"4.99","11.99","2.4028056112224449","3","20.4408817635270541"
"School Jacket",151,"4.99","21.99","4.4068136272545090","5","30.2605210420841683"
"Scissorhands Slums",147,"2.99","13.99","4.6789297658862876","5","49.1638795986622074"
"Ship Wonderland",104,"2.99","15.99","5.3478260869565217","6","34.7826086956521739"
"Scorpion Apollo",137,"4.99","23.99","4.8076152304609218","5","27.4549098196392786"
"Sea Virgin",80,"2.99","24.99","8.3578595317725753","9","26.7558528428093645"
"Seabiscuit Punk",112,"2.99","28.99","9.6956521739130435","10","37.4581939799331104"
"Searchers Wait",182,"2.99","22.99","7.6889632107023411","8","60.8695652173913043"
"Seattle Expecations",110,"4.99","18.99","3.8056112224448898","4","22.0440881763527054"
"Secret Groundhog",90,"4.99","11.99","2.4028056112224449","3","18.0360721442885772"
"Secretary Rouge",158,"4.99","10.99","2.2024048096192385","3","31.6633266533066132"
"Secrets Paradise",109,"4.99","24.99","5.0080160320641283","6","21.8436873747494990"
"Sense Greek",54,"4.99","23.99","4.8076152304609218","5","10.8216432865731463"
"Sensibility Rear",98,"4.99","15.99","3.2044088176352705","4","19.6392785571142285"
"Seven Swarm",127,"4.99","15.99","3.2044088176352705","4","25.4509018036072144"
"Shakespeare Saddle",60,"2.99","26.99","9.0267558528428094","10","20.0668896321070234"
"Shane Darkness",93,"2.99","22.99","7.6889632107023411","8","31.1036789297658863"
"Shanghai Tycoon",47,"2.99","20.99","7.0200668896321070","8","15.7190635451505017"
"Shawshank Bubble",80,"4.99","20.99","4.2064128256513026","5","16.0320641282565130"
"Shepherd Midsummer",113,"0.99","14.99","15.1414141414141414","16","114.1414141414141414"
"Shining Roses",125,"0.99","12.99","13.1212121212121212","14","126.2626262626262626"
"Shock Cabin",79,"2.99","15.99","5.3478260869565217","6","26.4214046822742475"
"Shootist Superfly",67,"0.99","22.99","23.2222222222222222","24","67.6767676767676768"
"Show Lord",167,"4.99","24.99","5.0080160320641283","6","33.4669338677354709"
"Shrek License",154,"2.99","15.99","5.3478260869565217","6","51.5050167224080268"
"Shrunk Divine",139,"2.99","14.99","5.0133779264214047","6","46.4882943143812709"
"Side Ark",52,"0.99","28.99","29.2828282828282828","30","52.5252525252525253"
"Siege Madre",111,"0.99","23.99","24.2323232323232323","25","112.1212121212121212"
"Sierra Divide",135,"0.99","12.99","13.1212121212121212","14","136.3636363636363636"
"Silence Kane",67,"0.99","23.99","24.2323232323232323","25","67.6767676767676768"
"Silverado Goldfinger",74,"4.99","11.99","2.4028056112224449","3","14.8296593186372745"
"Simon North",51,"0.99","26.99","27.2626262626262626","28","51.5151515151515152"
"Sinners Atlantis",126,"2.99","19.99","6.6856187290969900","7","42.1404682274247492"
"Sister Freddy",152,"4.99","19.99","4.0060120240480962","5","30.4609218436873747"
"Sky Miracle",132,"2.99","15.99","5.3478260869565217","6","44.1471571906354515"
"Slacker Liaisons",179,"4.99","29.99","6.0100200400801603","7","35.8717434869739479"
"Sleeping Suspects",129,"4.99","13.99","2.8036072144288577","3","25.8517034068136273"
"Sleepless Monsoon",64,"4.99","12.99","2.6032064128256513","3","12.8256513026052104"
"Sleepy Japanese",137,"2.99","25.99","8.6923076923076923","9","45.8193979933110368"
"Sleuth Orient",87,"0.99","25.99","26.2525252525252525","27","87.8787878787878788"
"Sling Luke",84,"0.99","10.99","11.1010101010101010","12","84.8484848484848485"
"Slipper Fidelity",156,"0.99","14.99","15.1414141414141414","16","157.5757575757575758"
"Slums Duck",147,"0.99","21.99","22.2121212121212121","23","148.4848484848484848"
"Smile Earring",60,"2.99","29.99","10.0301003344481605","11","20.0668896321070234"
"Smoking Barbarella",50,"0.99","13.99","14.1313131313131313","15","50.5050505050505051"
"Smoochy Control",184,"0.99","18.99","19.1818181818181818","20","185.8585858585858586"
"Snatch Slipper",110,"4.99","15.99","3.2044088176352705","4","22.0440881763527054"
"Snatchers Montezuma",74,"2.99","14.99","5.0133779264214047","6","24.7491638795986622"
"Snowman Rollercoaster",62,"0.99","27.99","28.2727272727272727","29","62.6262626262626263"
"Soldiers Evolution",185,"4.99","27.99","5.6092184368737475","6","37.0741482965931864"
"Something Duck",180,"4.99","17.99","3.6052104208416834","4","36.0721442885771543"
"Song Hedwig",165,"0.99","29.99","30.2929292929292929","31","166.6666666666666667"
"Sons Interview",184,"2.99","11.99","4.0100334448160535","5","61.5384615384615385"
"Sorority Queen",184,"0.99","17.99","18.1717171717171717","19","185.8585858585858586"
"Soup Wisdom",169,"0.99","12.99","13.1212121212121212","14","170.7070707070707071"
"South Wait",143,"2.99","21.99","7.3545150501672241","8","47.8260869565217391"
"Spartacus Cheaper",52,"4.99","19.99","4.0060120240480962","5","10.4208416833667335"
"Speakeasy Date",165,"2.99","22.99","7.6889632107023411","8","55.1839464882943144"
"Speed Suit",124,"4.99","19.99","4.0060120240480962","5","24.8496993987975952"
"Spice Sorority",141,"4.99","22.99","4.6072144288577154","5","28.2565130260521042"
"Spiking Element",79,"2.99","12.99","4.3444816053511706","5","26.4214046822742475"
"Spinal Rocky",138,"2.99","12.99","4.3444816053511706","5","46.1538461538461538"
"Spirit Flintstones",149,"0.99","23.99","24.2323232323232323","25","150.5050505050505051"
"Spirited Casualties",138,"0.99","20.99","21.2020202020202020","22","139.3939393939393939"
"Splash Gump",175,"0.99","16.99","17.1616161616161616","18","176.7676767676767677"
"Splendor Patton",134,"0.99","20.99","21.2020202020202020","22","135.3535353535353535"
"Spoilers Hellfighters",151,"0.99","26.99","27.2626262626262626","28","152.5252525252525253"
"Spy Mile",112,"2.99","13.99","4.6789297658862876","5","37.4581939799331104"
"Squad Fish",136,"2.99","14.99","5.0133779264214047","6","45.4849498327759197"
"Stage World",85,"2.99","19.99","6.6856187290969900","7","28.4280936454849498"
"Stagecoach Armageddon",112,"4.99","25.99","5.2084168336673347","6","22.4448897795591182"
"Stallion Sundance",130,"0.99","23.99","24.2323232323232323","25","131.3131313131313131"
"Stampede Disturbing",75,"0.99","26.99","27.2626262626262626","28","75.7575757575757576"
"Star Operation",181,"2.99","9.99","3.3411371237458194","4","60.5351170568561873"
"State Wasteland",113,"2.99","13.99","4.6789297658862876","5","37.7926421404682274"
"Steel Santa",143,"4.99","15.99","3.2044088176352705","4","28.6573146292585170"
"Steers Armageddon",140,"4.99","16.99","3.4048096192384770","4","28.0561122244488978"
"Stepmom Dream",48,"4.99","9.99","2.0020040080160321","3","9.6192384769539078"
"Sting Personal",93,"4.99","9.99","2.0020040080160321","3","18.6372745490981964"
"Stock Glass",160,"2.99","10.99","3.6755852842809365","4","53.5117056856187291"
"Stone Fire",94,"0.99","19.99","20.1919191919191919","21","94.9494949494949495"
"Storm Happiness",57,"0.99","28.99","29.2828282828282828","30","57.5757575757575758"
"Story Side",163,"0.99","27.99","28.2727272727272727","29","164.6464646464646465"
"Straight Hours",151,"0.99","19.99","20.1919191919191919","21","152.5252525252525253"
"Strangelove Desire",103,"0.99","27.99","28.2727272727272727","29","104.0404040404040404"
"Stranger Strangers",139,"4.99","12.99","2.6032064128256513","3","27.8557114228456914"
"Tights Dawn",172,"0.99","14.99","15.1414141414141414","16","173.7373737373737374"
"Strangers Graffiti",119,"4.99","22.99","4.6072144288577154","5","23.8476953907815631"
"Streak Ridgemont",132,"0.99","28.99","29.2828282828282828","30","133.3333333333333333"
"Streetcar Intentions",73,"4.99","11.99","2.4028056112224449","3","14.6292585170340681"
"Strictly Scarface",144,"2.99","24.99","8.3578595317725753","9","48.1605351170568562"
"Submarine Bed",127,"4.99","21.99","4.4068136272545090","5","25.4509018036072144"
"Sugar Wonka",114,"4.99","20.99","4.2064128256513026","5","22.8456913827655311"
"Suicides Silence",93,"4.99","13.99","2.8036072144288577","3","18.6372745490981964"
"Suit Walls",111,"4.99","12.99","2.6032064128256513","3","22.2444889779559118"
"Summer Scarface",53,"0.99","25.99","26.2525252525252525","27","53.5353535353535354"
"Sun Confessions",141,"0.99","9.99","10.0909090909090909","11","142.4242424242424242"
"Sundance Invasion",92,"0.99","21.99","22.2121212121212121","23","92.9292929292929293"
"Sunrise League",135,"4.99","19.99","4.0060120240480962","5","27.0541082164328657"
"Sunset Racer",48,"0.99","28.99","29.2828282828282828","30","48.4848484848484848"
"Super Wyoming",58,"4.99","10.99","2.2024048096192385","3","11.6232464929859719"
"Superfly Trip",114,"0.99","27.99","28.2727272727272727","29","115.1515151515151515"
"Suspects Quills",47,"2.99","22.99","7.6889632107023411","8","15.7190635451505017"
"Swarm Gold",123,"0.99","12.99","13.1212121212121212","14","124.2424242424242424"
"Sweden Shining",176,"4.99","19.99","4.0060120240480962","5","35.2705410821643287"
"Timberland Sky",69,"0.99","13.99","14.1313131313131313","15","69.6969696969696970"
"Sweet Brotherhood",185,"2.99","27.99","9.3612040133779264","10","61.8729096989966555"
"Sweethearts Suspects",108,"0.99","13.99","14.1313131313131313","15","109.0909090909090909"
"Tadpole Park",155,"2.99","13.99","4.6789297658862876","5","51.8394648829431438"
"Talented Homicide",173,"0.99","9.99","10.0909090909090909","11","174.7474747474747475"
"Tarzan Videotape",91,"2.99","11.99","4.0100334448160535","5","30.4347826086956522"
"Taxi Kick",64,"0.99","23.99","24.2323232323232323","25","64.6464646464646465"
"Teen Apollo",74,"4.99","25.99","5.2084168336673347","6","14.8296593186372745"
"Telegraph Voyage",148,"4.99","20.99","4.2064128256513026","5","29.6593186372745491"
"Telemark Heartbreakers",152,"2.99","9.99","3.3411371237458194","4","50.8361204013377926"
"Temple Attraction",71,"4.99","13.99","2.8036072144288577","3","14.2284569138276553"
"Tenenbaums Command",99,"0.99","24.99","25.2424242424242424","26","100.0000000000000000"
"Tequila Past",53,"4.99","17.99","3.6052104208416834","4","10.6212424849699399"
"Terminator Club",88,"4.99","11.99","2.4028056112224449","3","17.6352705410821643"
"Texas Watch",179,"0.99","22.99","23.2222222222222222","24","180.8080808080808081"
"Theory Mermaid",184,"0.99","9.99","10.0909090909090909","11","185.8585858585858586"
"Thief Pelican",135,"4.99","28.99","5.8096192384769539","6","27.0541082164328657"
"Thin Sagebrush",53,"4.99","9.99","2.0020040080160321","3","10.6212424849699399"
"Ties Hunger",111,"4.99","28.99","5.8096192384769539","6","22.2444889779559118"
"Titanic Boondock",104,"4.99","18.99","3.8056112224448898","4","20.8416833667334669"
"Titans Jerk",91,"4.99","11.99","2.4028056112224449","3","18.2364729458917836"
"Tomatoes Hellfighters",68,"0.99","23.99","24.2323232323232323","25","68.6868686868686869"
"Tomorrow Hustler",142,"2.99","21.99","7.3545150501672241","8","47.4916387959866221"
"Tootsie Pilot",157,"0.99","10.99","11.1010101010101010","12","158.5858585858585859"
"Torque Bound",179,"4.99","27.99","5.6092184368737475","6","35.8717434869739479"
"Tourist Pelican",152,"4.99","18.99","3.8056112224448898","4","30.4609218436873747"
"Towers Hurricane",144,"0.99","14.99","15.1414141414141414","16","145.4545454545454545"
"Town Ark",136,"2.99","17.99","6.0167224080267559","7","45.4849498327759197"
"Tracy Cider",142,"0.99","29.99","30.2929292929292929","31","143.4343434343434343"
"Trading Pinocchio",170,"4.99","22.99","4.6072144288577154","5","34.0681362725450902"
"Traffic Hobbit",139,"4.99","13.99","2.8036072144288577","3","27.8557114228456914"
"Train Bunch",71,"4.99","26.99","5.4088176352705411","6","14.2284569138276553"
"Trainspotting Strangers",132,"4.99","10.99","2.2024048096192385","3","26.4529058116232465"
"Tramp Others",171,"0.99","27.99","28.2727272727272727","29","172.7272727272727273"
"Translation Summer",168,"0.99","10.99","11.1010101010101010","12","169.6969696969696970"
"Trap Guys",110,"4.99","11.99","2.4028056112224449","3","22.0440881763527054"
"Treasure Command",102,"0.99","28.99","29.2828282828282828","30","103.0303030303030303"
"Treatment Jekyll",87,"0.99","19.99","20.1919191919191919","21","87.8787878787878788"
"Trip Newton",64,"4.99","14.99","3.0040080160320641","4","12.8256513026052104"
"Trojan Tomorrow",52,"2.99","9.99","3.3411371237458194","4","17.3913043478260870"
"Troopers Metal",115,"0.99","20.99","21.2020202020202020","22","116.1616161616161616"
"Trouble Date",61,"2.99","13.99","4.6789297658862876","5","20.4013377926421405"
"Truman Crazy",92,"4.99","9.99","2.0020040080160321","3","18.4368737474949900"
"Turn Star",80,"2.99","10.99","3.6755852842809365","4","26.7558528428093645"
"Tuxedo Mile",152,"2.99","24.99","8.3578595317725753","9","50.8361204013377926"
"Twisted Pirates",152,"4.99","23.99","4.8076152304609218","5","30.4609218436873747"
"Tycoon Gathering",82,"4.99","17.99","3.6052104208416834","4","16.4328657314629259"
"Unbreakable Karate",62,"0.99","16.99","17.1616161616161616","18","62.6262626262626263"
"Uncut Suicides",172,"2.99","29.99","10.0301003344481605","11","57.5250836120401338"
"Undefeated Dalmations",107,"4.99","22.99","4.6072144288577154","5","21.4428857715430862"
"Unfaithful Kill",78,"2.99","12.99","4.3444816053511706","5","26.0869565217391304"
"Unforgiven Zoolander",129,"0.99","15.99","16.1515151515151515","17","130.3030303030303030"
"United Pilot",164,"0.99","27.99","28.2727272727272727","29","165.6565656565656566"
"Untouchables Sunrise",120,"2.99","11.99","4.0100334448160535","5","40.1337792642140468"
"Uprising Uptown",174,"2.99","16.99","5.6822742474916388","6","58.1939799331103679"
"Uptown Young",84,"2.99","16.99","5.6822742474916388","6","28.0936454849498328"
"Usual Untouchables",128,"4.99","21.99","4.4068136272545090","5","25.6513026052104208"
"Vacation Boondock",145,"2.99","23.99","8.0234113712374582","9","48.4949832775919732"
"Valentine Vanishing",48,"0.99","9.99","10.0909090909090909","11","48.4848484848484848"
"Valley Packer",73,"0.99","21.99","22.2121212121212121","23","73.7373737373737374"
"Vampire Whale",126,"4.99","11.99","2.4028056112224449","3","25.2505010020040080"
"Vanilla Day",122,"4.99","20.99","4.2064128256513026","5","24.4488977955911824"
"Vanished Garden",142,"0.99","17.99","18.1717171717171717","19","143.4343434343434343"
"Vanishing Rocky",123,"2.99","21.99","7.3545150501672241","8","41.1371237458193980"
"Varsity Trip",85,"2.99","14.99","5.0133779264214047","6","28.4280936454849498"
"Velvet Terminator",173,"4.99","14.99","3.0040080160320641","4","34.6693386773547094"
"Vertigo Northwest",90,"2.99","17.99","6.0167224080267559","7","30.1003344481605351"
"Victory Academy",64,"0.99","19.99","20.1919191919191919","21","64.6464646464646465"
"Videotape Arsenic",145,"4.99","10.99","2.2024048096192385","3","29.0581162324649299"
"Vietnam Smoochy",174,"0.99","27.99","28.2727272727272727","29","175.7575757575757576"
"Villain Desperate",76,"4.99","27.99","5.6092184368737475","6","15.2304609218436874"
"Virgin Daisy",179,"4.99","29.99","6.0100200400801603","7","35.8717434869739479"
"Virginian Pluto",164,"0.99","22.99","23.2222222222222222","24","165.6565656565656566"
"Virtual Spoilers",144,"4.99","14.99","3.0040080160320641","4","28.8577154308617234"
"Vision Torque",59,"0.99","16.99","17.1616161616161616","18","59.5959595959595960"
"Voice Peach",139,"0.99","22.99","23.2222222222222222","24","140.4040404040404040"
"Volcano Texas",157,"0.99","27.99","28.2727272727272727","29","158.5858585858585859"
"Volume House",132,"4.99","12.99","2.6032064128256513","3","26.4529058116232465"
"Voyage Legally",78,"0.99","28.99","29.2828282828282828","30","78.7878787878787879"
"Wagon Jaws",152,"2.99","17.99","6.0167224080267559","7","50.8361204013377926"
"Wait Cider",112,"0.99","9.99","10.0909090909090909","11","113.1313131313131313"
"Wake Jaws",73,"4.99","18.99","3.8056112224448898","4","14.6292585170340681"
"Walls Artist",135,"4.99","19.99","4.0060120240480962","5","27.0541082164328657"
"Wanda Chamber",107,"4.99","23.99","4.8076152304609218","5","21.4428857715430862"
"War Notting",80,"4.99","26.99","5.4088176352705411","6","16.0320641282565130"
"Wardrobe Phantom",178,"2.99","19.99","6.6856187290969900","7","59.5317725752508361"
"Warlock Werewolf",83,"2.99","10.99","3.6755852842809365","4","27.7591973244147157"
"Wars Pluto",128,"2.99","15.99","5.3478260869565217","6","42.8093645484949833"
"Wash Heavenly",161,"4.99","22.99","4.6072144288577154","5","32.2645290581162325"
"Wasteland Divine",85,"2.99","18.99","6.3511705685618729","7","28.4280936454849498"
"Watch Tracy",78,"0.99","12.99","13.1212121212121212","14","78.7878787878787879"
"Waterfront Deliverance",61,"4.99","17.99","3.6052104208416834","4","12.2244488977955912"
"Watership Frontier",112,"0.99","28.99","29.2828282828282828","30","113.1313131313131313"
"Wedding Apollo",70,"0.99","14.99","15.1414141414141414","16","70.7070707070707071"
"Weekend Personal",134,"2.99","26.99","9.0267558528428094","10","44.8160535117056856"
"Werewolf Lola",79,"4.99","19.99","4.0060120240480962","5","15.8316633266533066"
"West Lion",159,"4.99","29.99","6.0100200400801603","7","31.8637274549098196"
"Westward Seabiscuit",52,"0.99","11.99","12.1111111111111111","13","52.5252525252525253"
"Whale Bikini",109,"4.99","11.99","2.4028056112224449","3","21.8436873747494990"
"Whisperer Giant",59,"4.99","24.99","5.0080160320641283","6","11.8236472945891784"
"Wife Turn",183,"4.99","27.99","5.6092184368737475","6","36.6733466933867735"
"Wild Apollo",181,"0.99","24.99","25.2424242424242424","26","182.8282828282828283"
"Willow Tracy",137,"2.99","22.99","7.6889632107023411","8","45.8193979933110368"
"Wind Phantom",111,"0.99","12.99","13.1212121212121212","14","112.1212121212121212"
"Window Side",85,"2.99","25.99","8.6923076923076923","9","28.4280936454849498"
"Wisdom Worker",98,"0.99","12.99","13.1212121212121212","14","98.9898989898989899"
"Witches Panic",100,"4.99","10.99","2.2024048096192385","3","20.0400801603206413"
"Wizard Coldblooded",75,"4.99","12.99","2.6032064128256513","3","15.0300601202404810"
"Wolves Desire",55,"0.99","13.99","14.1313131313131313","15","55.5555555555555556"
"Women Dorado",126,"0.99","23.99","24.2323232323232323","25","127.2727272727272727"
"Won Dares",105,"2.99","18.99","6.3511705685618729","7","35.1170568561872910"
"Wonderful Drop",126,"2.99","20.99","7.0200668896321070","8","42.1404682274247492"
"Wonderland Christmas",111,"4.99","19.99","4.0060120240480962","5","22.2444889779559118"
"Wonka Sea",85,"2.99","24.99","8.3578595317725753","9","28.4280936454849498"
"Words Hunter",116,"2.99","13.99","4.6789297658862876","5","38.7959866220735786"
"Worker Tarzan",139,"2.99","26.99","9.0267558528428094","10","46.4882943143812709"
"Working Microcosmos",74,"4.99","22.99","4.6072144288577154","5","14.8296593186372745"
"World Leathernecks",171,"0.99","13.99","14.1313131313131313","15","172.7272727272727273"
"Worst Banger",185,"2.99","26.99","9.0267558528428094","10","61.8729096989966555"
"Wrath Mile",176,"0.99","17.99","18.1717171717171717","19","177.7777777777777778"
"Wrong Behavior",178,"2.99","10.99","3.6755852842809365","4","59.5317725752508361"
"Wyoming Storm",100,"4.99","29.99","6.0100200400801603","7","20.0400801603206413"
"Yentl Idaho",86,"4.99","11.99","2.4028056112224449","3","17.2344689378757515"
"Young Language",183,"0.99","9.99","10.0909090909090909","11","184.8484848484848485"
"Youth Kick",179,"0.99","14.99","15.1414141414141414","16","180.8080808080808081"
"Zhivago Core",105,"0.99","10.99","11.1010101010101010","12","106.0606060606060606"
"Zoolander Fiction",101,"2.99","28.99","9.6956521739130435","10","33.7792642140468227"
"Zorro Ark",50,"4.99","18.99","3.8056112224448898","4","10.0200400801603206"
